"id","GPA","QI","act","male","race","age","fulltime","PellEligible","firstgen","major","ftfy","motivation","work"
2343,4,58,23,0,4,18,1,0,0,5,1,60,1
2344,3.67,44,20,0,4,19,1,0,0,11,1,20,1
2345,2.33,50,16,0,2,18,1,1,0,5,1,47.5,1
2346,3.33,60,22,0,4,18,1,0,1,4,1,60,1
2347,3.33,60,23,1,4,19,1,1,0,5,1,40,0
2348,3.67,46,19,0,4,18,1,1,1,8,1,47.5,1
2349,3,20,26,0,3,18,1,1,0,5,1,22.5,0
2350,3.33,30,21,0,4,19,1,0,0,5,1,15,1
2351,4,50,30,1,4,18,1,0,0,8,1,32.5,0
2352,3,58,27,1,4,18,1,0,0,6,1,55,1
2353,3.67,40,28,0,4,19,1,0,0,2,1,60,0
2354,3,60,21,0,4,19,1,0,1,7,1,57.5,0
2355,3,54,18,0,2,18,1,0,1,5,1,42.5,0
2356,3,26,17,0,4,18,1,0,1,11,1,20,1
2357,3.33,30,22,0,6,18,1,0,0,2,1,60,0
2358,4,50,30,0,4,18,1,0,0,6,1,57.5,1
2359,3,60,20,0,4,18,1,0,0,4,1,50,0
2360,3,46,23,0,4,18,1,0,0,5,1,47.5,0
2361,3,48,21,0,4,18,1,0,1,7,1,55,0
2362,2.67,42,17,0,4,19,1,0,1,10,1,22.5,0
2363,3,42,27,1,4,19,1,0,0,8,1,50,0
2364,3.67,40,17,0,4,18,1,0,1,5,1,25,0
2365,2.67,58,21,0,4,19,1,0,1,9,1,30,0
2366,3,42,22,0,4,19,1,0,0,11,0,22.5,1
2367,3.33,44,21,0,4,19,1,0,1,1,1,60,0
2368,2.67,42,22,1,4,18,1,0,0,6,1,30,0
2369,3.33,60,20,1,6,18,1,0,1,5,1,32.5,0
2370,3,52.5,26,0,4,18,1,0,0,1,1,37.5,0
2371,3.67,28,19,0,4,18,1,0,0,11,1,37.5,0
2372,3.33,30,17,0,2,18,1,0,1,4,1,50,0
2373,3,26,20,1,4,19,1,0,1,11,0,27.5,1
2374,3.67,22,25,0,4,18,1,0,0,9,1,25,1
2375,3.67,38,23,0,4,18,1,0,0,4,1,32.5,1
2376,3.33,56,18,0,2,19,1,0,1,7,1,60,1
2377,3.33,35,20,0,2,18,1,0,0,10,1,27.5,1
2378,4,50,27,1,4,18,1,0,0,7,1,60,1
2379,3.67,28,20,0,5,18,1,0,1,5,1,20,1
2380,2.67,30,24,1,4,19,1,0,0,11,1,22.5,1
2381,4,32,23,0,4,19,1,0,1,1,1,25,1
2382,3.67,44,31,0,4,19,1,0,0,4,1,27.5,1
2383,3,42,22,0,4,18,1,0,1,9,1,32.5,1
2384,3,50,15,1,2,18,1,0,0,5,1,22.5,1
2385,4,44,21,0,4,19,1,0,0,6,1,45,0
2386,3,40,26,0,4,18,1,0,1,7,1,37.5,1
2387,3.67,46,18,0,3,18,1,0,1,10,1,40,0
2388,4,38,23,1,4,18,1,0,1,11,1,30,0
2389,3.33,30,23,0,4,18,1,0,1,2,1,42.5,0
2390,2.33,44,21,0,4,18,1,0,1,9,1,22.5,1
2391,4,32,28,0,4,18,1,0,1,9,1,30,1
2392,2.67,44,23,1,4,18,1,0,0,8,1,30,0
2393,4,48,27,1,4,18,1,0,1,8,1,40,0
2394,3.67,50,27,1,4,18,1,0,0,8,1,32.5,1
2395,3,46,24,0,4,18,1,0,1,8,1,50,0
2396,3,54,19,0,4,18,1,0,1,7,1,20,0
2397,2.33,40,24,1,4,19,1,0,1,6,1,27.5,0
2398,3.67,40,28,1,4,18,1,0,0,8,1,20,0
2399,4,50,27,1,4,19,1,0,0,8,1,25,0
2400,3.33,24,22,0,4,19,1,0,0,11,1,17.5,0
2401,3.67,54,25,0,4,18,1,0,0,9,1,47.5,0
2402,2,50,22,0,1,18,1,0,1,5,1,10,0
2403,4,34,33,1,4,18,1,0,0,10,1,40,1
2404,2.67,38,23,1,4,18,1,0,0,8,1,32.5,0
2405,3.33,50,29,0,4,18,1,0,0,4,1,55,1
2406,2.33,10,24,0,4,18,1,0,0,11,1,22.5,1
2407,4,56,25,0,4,18,1,0,1,7,1,50,1
2408,3,40,28,0,4,18,1,0,0,2,1,42.5,0
2409,4,56,25,0,2,18,1,0,0,2,1,50,1
2410,4,42.5,35,1,4,19,1,0,0,3,0,42.5,1
2411,3.67,46,26,0,4,18,1,0,0,5,1,47.5,0
2412,3.33,26,23,0,1,18,1,0,0,5,1,15,0
2413,3.33,50,26,0,1,18,1,0,0,8,1,42.5,0
2414,2.33,34,16,1,2,18,1,0,1,11,1,40,0
2415,4,40,30,0,4,18,1,0,1,2,1,47.5,0
2416,4,34,29,0,4,18,1,0,1,5,1,30,1
2417,2.67,18,22,1,4,20,1,0,0,8,1,7.5,0
2418,2.67,38,29,0,4,18,1,0,1,8,1,45,0
2419,3.33,40,30,1,4,19,1,0,0,3,1,35,0
2420,2.67,30,33,1,4,17,1,0,0,3,1,25,0
2421,3.67,34,28,1,4,18,1,0,1,3,1,27.5,0
2422,3.67,28,28,0,4,18,1,0,0,5,1,17.5,1
2423,3,60,28,1,1,19,1,0,0,8,1,52.5,0
2424,3,50,20,1,4,20,1,0,1,8,0,60,0
2425,3.33,50,18,0,4,18,1,0,1,11,1,57.5,1
2426,3,26,28,1,4,18,1,0,0,8,1,20,1
2427,4,46,25,1,6,18,1,0,1,8,1,47.5,0
2428,3.67,58,22,1,4,18,1,0,0,5,1,30,1
2429,3.33,32,22,0,2,18,1,0,0,5,1,20,0
2430,3.67,50,29,1,4,18,1,0,0,7,1,30,0
2431,3.33,42,19,1,4,19,1,0,1,11,1,60,0
2432,4,52,25,0,4,18,1,0,1,9,1,54.2857142857143,1
2433,3.67,8,27,0,4,18,1,0,1,9,1,25,1
2434,3.67,44,25,0,4,18,1,0,0,4,1,34.2857142857143,0
2435,3.33,47.5,23,0,4,18,1,0,1,9,1,37.5,1
2436,4,50,26,0,4,18,1,0,0,7,1,7.5,1
2437,3.67,34,24,0,4,18,1,0,0,10,1,12.5,0
2438,3.67,4,18,0,4,18,1,0,0,7,1,60,1
2439,3.67,45,27,1,4,19,1,0,1,8,1,10,1
2440,3.67,46,30,0,6,18,1,0,0,4,1,42.5,1
2441,3,56,18,1,4,18,1,0,0,8,1,35,1
2442,3,32,25,1,4,18,1,0,0,3,1,35,0
2443,2.33,58,22,1,4,18,1,0,1,9,1,40,1
2444,4,46,28,0,5,18,1,0,0,9,1,30,1
2445,3.67,50,31,0,4,18,1,0,1,2,1,45,1
2446,3.67,36,31,1,4,18,1,1,0,9,1,34.2857142857143,1
2447,3,38,26,1,5,19,1,0,0,6,1,37.5,0
2448,3.67,20,28,0,4,18,1,0,0,2,1,35,1
2449,3,42,25,1,4,18,1,0,0,8,1,35,1
2450,3.33,52,26,1,4,18,1,0,0,8,1,52.5,0
2451,3.67,56,24,0,4,18,1,1,1,3,1,40,0
2452,2.33,58,24,1,6,19,1,1,0,10,1,35,0
2453,4,54,28,1,2,18,1,0,0,9,1,27.5,1
2454,3,60,24,1,4,19,1,0,0,3,1,60,1
2455,3.33,48,25,0,4,18,1,0,0,1,1,35,1
2456,3,40,24,1,4,18,1,0,0,8,1,12.5,0
2457,4,50,27,1,4,18,1,1,0,5,1,34.2857142857143,0
2458,3,47.5,22,1,4,19,1,0,1,8,1,14.2857142857143,1
2459,4,26,25,0,4,18,1,0,1,7,1,42.5,1
2460,4,48,26,0,4,18,1,0,0,1,1,27.5,0
2461,3,32,19,1,6,18,1,0,0,9,1,60,1
2462,4,50,18,0,3,19,1,0,1,9,0,52.5,0
2463,3.67,45,31,0,4,18,1,0,0,9,1,47.5,1
2464,4,60,23,0,5,19,1,0,1,10,0,60,1
2465,3.67,38,23,0,4,19,1,1,0,9,0,37.5,0
2466,3,40,24,1,4,19,1,0,1,4,0,40,1
2467,4,25,26,0,4,19,1,0,0,1,0,5,0
2468,4,38,20,0,4,19,1,1,1,9,1,25,0
2469,3.33,42,24,0,4,18,1,0,1,4,1,22.5,1
2470,3.67,40,22,0,5,18,1,0,1,9,1,15,0
2471,2,30,24,1,2,18,1,0,1,9,1,20,1
2472,3.33,46,20,0,4,18,1,0,0,7,1,30,0
2473,3.33,28,23,1,4,18,1,0,1,1,1,22.5,0
2474,3.33,42,23,1,4,18,1,1,0,5,1,37.5,0
2475,3,38,22,1,4,19,1,0,0,6,1,27.5,1
2476,3,34,26,0,4,18,1,0,0,11,1,25,0
2477,2.33,60,20,0,4,18,1,0,1,9,1,47.5,1
2478,3.67,42,30,0,4,18,1,0,1,5,1,37.5,1
2479,3.67,60,28,1,4,18,1,0,1,1,1,50,0
2480,3,34,29,1,4,19,1,0,0,5,1,37.5,0
2481,3.67,54,24,0,4,18,1,0,0,2,1,55,0
2482,2.67,50,22,1,4,19,1,1,0,2,1,35,1
2483,3.67,44,24,0,1,18,1,0,0,3,1,60,1
2484,4,50,24,0,4,18,1,0,0,2,1,37.5,1
2485,4,52,28,0,4,19,1,0,0,7,1,55,1
2486,3.67,36,21,0,4,19,1,0,0,7,1,30,1
2487,4,58,27,1,4,18,1,1,0,11,1,52.5,0
2488,3.67,45,26,1,4,18,1,0,1,5,1,27.5,1
2489,3.33,26,21,0,3,19,1,0,1,2,1,27.5,1
2490,4,52,21,0,4,18,1,0,0,4,1,37.5,1
2491,4,56,22,0,4,35,0,0,1,1,0,40,1
2492,3,10,24,1,4,19,1,0,0,5,1,12.5,1
2493,4,52,26,0,4,19,1,0,0,2,1,50,1
2494,3.33,32,23,1,5,18,1,0,1,8,1,20,1
2495,3.33,48,21,0,4,18,1,0,0,10,1,34.2857142857143,0
2496,1.67,30,21,1,4,18,1,0,1,5,1,30,0
2497,3,40,21,1,4,19,1,0,0,11,1,35,1
2498,3.67,42,17,0,4,19,1,0,0,1,1,40,1
2499,4,46,24,0,4,18,1,0,0,4,1,15,1
2500,3,32,17,1,2,19,0,0,1,11,0,35,1
2501,1.67,4,25,0,4,18,1,0,0,6,1,12.5,1
2502,4,40,24,0,1,27,1,0,0,5,0,2.5,1
2503,3.67,50,22,0,4,19,1,0,1,7,1,50,1
2504,2.67,34,23,0,4,18,1,0,0,7,1,27.5,1
2505,3.33,42,27,0,3,18,1,0,0,8,1,35,0
2506,3,40,23,0,4,19,1,0,0,4,1,37.5,1
2507,2,32,21,1,4,18,1,1,1,2,1,40,1
2508,3,34,20,0,4,18,1,0,0,10,1,32.5,1
2509,2.67,44,20,0,4,19,1,0,0,2,1,28.5714285714286,0
2510,4,40,21,0,4,18,1,0,0,7,1,55,0
2511,4,34,31,0,4,18,1,0,0,11,1,25,0
2512,3,50,32,0,5,18,1,0,0,7,1,30,0
2513,3,20,22,1,4,18,1,0,0,8,1,40,1
2514,3.67,34,23,1,4,18,1,0,0,9,1,47.5,0
2515,2,32,17,1,4,19,1,0,0,4,0,35,1
2516,4,38,26,0,4,19,1,0,0,7,1,27.5,0
2517,3.33,46,28,1,4,19,1,1,0,7,1,50,0
2518,2.33,60,23,0,4,18,1,0,1,2,1,32.5,0
2519,3.33,50,27,0,4,19,1,0,1,7,1,40,0
2520,3,46,19,1,4,18,1,0,0,2,1,34.2857142857143,0
2521,3.33,60,20,0,4,18,1,0,0,5,1,40,0
2522,4,40,26,1,4,18,1,0,0,8,1,25,0
2523,3.67,50,29,0,4,18,1,0,0,5,1,32.5,0
2524,3,55,22,1,4,18,1,0,0,6,1,40,0
2525,2,48,25,1,4,19,1,0,0,5,1,12.5,0
2526,3,44,26,0,4,19,1,0,0,4,1,35,0
2527,4,48,21,0,4,19,1,0,0,10,1,37.5,0
2528,2,40,18,1,2,18,1,0,1,11,1,60,0
2529,1.67,36,27,1,6,18,1,0,0,5,1,52.5,0
2530,3,48,29,1,4,18,1,0,0,8,1,30,0
2531,4,48,23,0,6,19,1,0,1,7,1,50,1
2532,4,56,19,1,1,18,1,0,1,5,1,57.5,1
2533,2.67,24,30,1,4,18,1,0,1,8,1,40,0
2534,3,37.5,23,0,3,20,1,0,0,1,0,17.5,1
2535,3,58,23,0,4,19,1,0,1,11,1,45,0
2536,2.67,54,17,0,4,18,1,0,1,1,1,32.5,0
2537,3.33,44,24,0,4,18,1,1,0,2,1,32.5,0
2538,3,22,21,0,1,19,1,0,1,5,1,20,1
2539,2.33,32,25,0,4,17,1,0,0,9,1,20,1
2540,4,40,34,0,4,18,1,0,0,5,1,25,1
2541,3,30,24,1,4,19,1,1,0,8,1,15,0
2542,3,46,21,0,4,18,1,0,0,1,1,17.5,0
2543,4,56,24,0,4,18,1,0,0,7,1,37.5,1
2544,3,35,28,0,4,18,1,0,1,4,1,27.5,0
2545,3.67,38,32,0,4,18,1,0,0,2,1,37.5,0
2546,4,42,34,0,5,18,1,0,0,10,1,30,1
2547,3.67,52,27,0,2,19,1,0,1,4,1,45,1
2548,2.67,40,22,0,4,19,1,0,0,4,0,51.4285714285714,1
2549,3.33,50,32,0,4,18,1,0,1,1,1,37.5,1
2550,3.33,50,26,1,4,18,1,0,0,3,1,27.5,1
2551,3.67,42.5,35,1,4,18,1,0,0,1,1,32.5,1
2552,3,42,28,1,4,18,1,0,0,2,1,35,1
2553,3.67,54,29,0,4,19,1,0,0,4,1,47.5,1
2554,3,46,27,1,4,19,1,1,0,4,1,40,1
2555,3,52,20,1,4,18,1,1,0,4,1,57.5,1
2556,3.33,52,34,0,4,19,1,0,0,4,1,40,0
2557,3,44,29,0,1,18,1,0,1,2,1,20,1
2558,3.33,42,30,0,4,19,1,0,0,2,1,20,0
2559,3.33,50,18,0,4,19,1,0,1,7,1,52.5,1
2560,3.67,46,20,0,4,19,1,1,0,5,1,35,1
2561,3,20,13,1,2,18,1,1,1,2,1,60,0
2562,3.67,40,20,0,4,18,1,0,1,10,1,25,0
2563,3.33,30,23,1,4,19,1,0,1,9,1,60,1
2564,3,38,27,0,4,18,1,0,0,5,1,37.5,0
2565,3.33,26,24,0,4,18,1,0,0,10,1,27.5,0
2566,4,10,24,0,4,18,1,0,0,9,1,32.5,0
2567,3.33,46,26,0,4,19,1,0,1,2,1,30,0
2568,3,46,23,1,4,19,1,0,1,9,1,40,1
2569,3,20,28,0,4,18,1,0,1,9,1,35,0
2570,3,46,22,0,4,18,1,0,0,11,1,27.5,0
2571,3.67,45,25,0,4,20,1,0,1,1,0,37.5,1
2572,3,38,24,0,4,18,1,0,0,9,1,7.5,0
2573,4,48,25,0,4,18,1,0,1,9,1,25.7142857142857,1
2574,3,42,24,0,4,18,1,0,0,5,1,27.5,0
2575,4,36,25,0,4,19,1,0,0,5,1,17.5,0
2576,4,50,19,0,4,18,1,0,0,7,1,35,0
2577,1.67,26,21,0,4,19,1,0,0,10,1,40,1
2578,3.33,38,21,1,2,17,1,0,1,3,1,55,0
2579,2.67,18,18,0,6,18,1,0,0,8,1,20,1
2580,3.67,38,32,1,4,18,1,1,0,5,1,35,1
2581,3,26,21,0,4,19,1,0,0,5,1,32.5,0
2582,3.67,12,30,0,4,18,1,0,0,1,1,35,0
2583,3.67,40,28,1,4,19,1,0,1,8,1,20,1
2584,2.67,20,19,0,4,18,1,0,0,6,1,35,1
2585,3.33,50,25,0,4,19,1,0,0,9,1,55,0
2586,1.67,48,21,0,2,18,1,0,1,2,1,17.5,0
2587,3.33,48,33,0,4,18,1,0,0,2,1,15,0
2588,3.33,46,32,0,4,19,1,0,0,6,1,17.5,0
2589,2.67,46,20,0,4,19,1,0,0,9,1,32.5,0
2590,4,42,33,1,4,18,1,0,0,8,1,30,0
2591,4,56,28,0,4,18,1,0,1,2,1,50,1
2592,3.33,26,30,0,2,19,1,0,0,11,1,17.5,0
2593,2.67,60,28,1,4,18,1,0,1,8,1,40,1
2594,3,54,30,1,4,18,1,0,1,3,1,32.5,0
2595,2,48,17,1,5,18,1,0,0,9,1,40,1
2596,2.67,30,16,0,2,18,1,0,0,9,1,25.7142857142857,0
2597,4,34,31,0,4,18,1,0,0,8,1,22.5,0
2598,2.67,52,19,0,2,19,1,0,1,7,1,45,1
2599,3.67,40,28,0,4,18,1,0,1,9,1,55,0
2600,4,18,29,0,5,18,1,0,0,3,1,15,0
2601,3.67,46,21,1,4,19,1,0,0,9,1,50,0
2602,4,42,34,1,4,19,1,0,0,8,1,37.5,0
2603,3,34,25,0,4,18,1,0,0,1,1,20,0
2604,4,48,28,0,4,19,1,0,0,6,1,40,1
2605,2.67,58,21,1,4,19,1,0,1,8,1,27.5,1
2606,3.33,42,22,0,4,18,1,0,1,10,1,22.5,0
2607,4,42,29,1,4,19,1,0,0,1,1,50,0
2608,3,44,26,0,4,18,1,0,0,6,1,60,1
2609,3.67,30,31,0,4,18,1,0,0,7,1,37.5,0
2610,3.33,48,23,0,2,18,1,0,0,9,1,60,0
2611,4,44,22,0,4,18,1,0,0,6,1,50,0
2612,2.67,56,17,1,2,19,1,0,1,9,1,55,0
2613,4,48,30,0,4,18,1,0,0,1,1,37.5,0
2614,3,58,22,0,4,18,1,0,1,7,1,47.5,0
2615,4,46,25,0,6,19,1,0,1,9,1,25.7142857142857,1
2616,4,35,26,1,2,19,1,1,0,1,1,25,1
2617,4,48,22,0,4,19,1,0,1,9,1,52.5,0
2618,4,36,25,0,4,19,1,1,1,9,1,45,0
2619,3.33,50,18,1,2,20,1,0,1,5,1,25,0
2620,4,30,19,0,4,18,1,1,0,4,1,30,0
2621,4,54,30,1,4,19,1,1,0,11,1,35,1
2622,3,58,21,0,4,19,1,0,1,7,1,45,1
2623,1.67,56,15,0,6,19,1,0,1,6,1,47.5,1
2624,2.33,58,15,0,4,18,1,0,0,7,1,20,1
2625,3.67,48,24,0,4,19,1,0,0,6,1,50,1
2626,3,20,23,0,4,18,1,1,0,5,1,32.5,1
2627,4,36,20,0,4,19,1,0,1,5,1,35,1
2628,3.67,32,26,0,4,18,1,0,1,4,1,25,1
2629,3.67,34,32,1,4,19,1,0,0,1,1,12.5,1
2630,3.67,44,25,0,4,18,1,1,0,11,1,35,0
2631,1.67,38,18,1,4,19,1,0,1,10,1,40,1
2632,3.33,46,19,0,4,19,1,0,0,9,1,22.5,0
2633,4,52,25,0,4,19,1,0,0,7,1,42.5,1
2634,4,56,19,0,3,19,1,0,1,10,1,32.5,1
2635,3,34,19,0,3,18,1,0,1,7,1,37.5,1
2636,3.33,48,20,0,4,18,1,0,0,9,1,35,1
2637,3,28,20,1,4,22,1,0,0,1,0,25,1
2638,4,56,17,1,2,19,1,0,1,5,1,32.5,0
2639,3.33,46,20,1,4,19,1,0,1,8,1,27.5,1
2640,4,50,29,0,4,18,1,0,0,2,1,22.5,1
2641,3.33,50,24,1,4,19,1,0,0,1,1,30,0
2642,4,52,19,0,2,18,1,0,1,9,1,35,1
2643,3.33,46,25,0,4,18,1,0,1,9,1,40,1
2644,3,40,28,1,4,18,1,0,1,9,1,30,1
2645,4,40,28,0,4,18,1,0,0,9,1,42.5,1
2646,3,26,27,0,4,18,1,0,1,7,1,32.5,1
2647,4,44,23,0,4,18,1,0,0,6,1,60,1
2648,2.33,42.5,22,0,4,18,1,0,0,4,1,47.5,0
2649,3.67,32,26,0,4,19,1,0,0,7,1,60,0
2650,3.33,56,23,0,4,18,1,0,0,6,1,47.5,0
2651,3.33,40,25,0,5,18,1,0,1,6,1,52.5,0
2652,3.67,60,23,0,4,19,1,0,1,7,1,57.5,1
2653,2.33,20,28,0,4,18,1,0,1,5,1,17.5,1
2654,3.67,37.5,28,1,4,19,1,0,1,4,1,27.5,1
2655,2.67,34,21,1,1,19,1,0,0,5,1,22.5,1
2656,3.33,48,21,0,4,19,1,0,0,9,1,47.5,0
2657,3,36,29,0,4,18,1,0,0,5,1,27.5,0
2658,4,42.5,29,0,4,19,1,0,0,2,1,30,0
2659,3.67,40,32,0,4,18,1,0,0,7,1,17.5,0
2660,3,28,23,0,4,19,1,0,0,5,1,32.5,0
2661,3.67,44,31,0,4,18,1,0,0,9,1,60,0
2662,4,12.5,29,0,4,18,1,0,0,3,1,12.5,0
2663,3.67,42,30,0,4,18,1,0,1,2,1,52.5,0
2664,3.67,44,27,0,4,18,1,0,0,5,1,47.5,1
2665,3,34,27,0,4,18,1,0,0,9,1,45,0
2666,3.33,46,27,0,4,18,1,0,0,6,1,47.5,0
2667,4,40,27,1,4,18,1,0,0,6,1,60,0
2668,4,60,29,0,4,18,1,0,0,5,1,60,1
2669,3.67,38,28,0,4,19,1,0,0,6,1,32.5,0
2670,3.67,44,27,1,4,19,1,0,0,5,1,27.5,0
2671,3.33,48,31,0,4,19,1,0,0,6,1,22.5,1
2672,3,40,22,0,4,19,1,0,0,6,1,40,1
2673,3,52,27,1,4,18,1,1,0,5,1,37.5,0
2674,3.33,44,21,1,4,18,1,0,0,5,1,42.5,0
2675,3.33,30,24,0,3,19,1,0,1,9,1,42.5,1
2676,2.67,42,24,1,4,19,1,0,0,4,1,32.5,0
2677,4,54,31,0,4,18,1,0,0,11,1,55,0
2678,3.67,40,25,0,4,18,1,0,1,9,1,35,1
2679,4,60,21,1,4,19,1,0,0,2,1,37.5,0
2680,4,60,26,1,4,18,1,0,1,8,1,50,0
2681,3.67,52,20,0,4,19,1,0,1,5,1,54.2857142857143,0
2682,3.67,40,23,0,6,18,1,0,1,7,1,27.5,1
2683,4,46,34,0,4,18,1,0,0,4,1,25,0
2684,4,38,22,0,4,18,1,0,0,9,1,45,0
2685,3.67,60,22,0,4,19,1,1,0,9,1,35,0
2686,4,48,18,0,4,18,1,0,0,9,1,40,1
2687,3,48,19,1,3,17,1,0,0,3,1,60,1
2688,3.67,42,33,1,6,21,1,0,0,3,0,30,0
2689,3.67,47.5,24,0,4,18,1,0,1,9,1,22.5,1
2690,4,10,24,0,2,20,1,0,0,9,0,12.5,1
2691,3.67,10,24,0,2,19,1,0,1,4,0,30,1
2692,3.33,38,26,0,4,18,1,0,0,9,1,37.5,0
2693,4,50,30,1,4,18,1,0,0,3,1,30,0
2694,3.67,30,30,0,4,18,1,0,0,8,1,52.5,0
2695,3.67,30,32,1,4,18,1,0,0,8,1,27.5,0
2696,4,40,29,1,4,19,1,0,0,8,1,25,0
2697,2.33,42,27,1,5,18,1,0,0,4,1,30,0
2698,3,38,31,1,4,18,1,0,0,3,1,45,0
2699,2.67,32,35,1,4,19,1,0,1,8,1,25,1
2700,2.67,16,26,1,4,18,1,0,1,8,1,15,0
2701,3,30,24,1,4,18,1,0,0,8,1,20,1
2702,3,42,32,0,6,18,1,0,0,11,1,35,1
2703,3,50,25,0,4,18,1,1,0,9,1,25,0
2704,3.67,40,22,1,4,18,1,0,1,8,1,32.5,0
2705,3.33,40,29,1,4,18,1,0,0,3,1,17.5,0
2706,3,46,25,1,4,19,1,0,1,8,1,35,1
2707,3,22,31,1,4,18,1,0,0,8,1,32.5,0
2708,4,42,32,0,4,18,1,0,0,8,1,42.5,0
2709,2.33,44,33,1,4,18,1,0,1,8,1,40,0
2710,3.67,48,22,1,4,18,1,0,0,8,1,27.5,0
2711,4,42,31,0,4,18,1,0,0,8,1,32.5,0
2712,3.33,50,29,1,4,18,1,0,1,8,1,35,0
2713,3.67,54,27,0,6,18,1,0,0,3,1,60,1
2714,3.67,46,27,1,4,18,1,0,0,8,1,50,0
2715,4,40,33,1,4,19,1,0,0,3,1,12.5,0
2716,3.33,50,17,0,2,18,1,0,1,3,1,28.5714285714286,0
2717,4,44,28,0,4,18,1,0,1,9,1,42.5,0
2718,4,54,31,0,4,18,1,0,0,5,1,40,0
2719,4,48,36,0,4,18,1,0,0,2,1,57.5,1
2720,3.67,46,30,0,4,18,1,1,0,9,1,37.5,0
2721,4,55,33,0,4,19,1,1,0,9,1,30,0
2722,3.67,36,32,1,4,19,1,0,1,1,1,22.5,0
2723,3.33,36,29,0,4,19,1,0,0,9,1,37.5,0
2724,4,42.5,29,0,4,19,1,0,0,4,1,35,0
2725,2.33,44,23,0,6,18,1,0,0,9,1,35,1
2726,4,60,32,1,1,18,1,0,0,7,1,55,0
2727,4,54,31,0,4,18,1,0,0,1,1,55,1
2728,3,22.5,27,0,4,18,1,0,0,10,1,37.5,0
2729,3.67,34,30,0,4,18,1,0,1,9,1,60,1
2730,3.67,46,31,0,4,18,1,0,0,1,1,52.5,0
2731,4,44,32,0,4,19,1,0,0,9,1,32.5,0
2732,4,52,25,1,5,19,1,0,0,5,1,50,0
2733,4,50,31,0,4,18,1,0,0,3,1,32.5,0
2734,3,40,17,1,4,19,1,0,1,5,1,15,1
2735,3,36,22,0,1,19,1,0,0,9,1,52.5,1
2736,4,34,27,0,4,18,1,1,0,9,1,30,1
2737,4,28,34,0,4,18,1,0,0,3,1,57.5,0
2738,3.67,34,28,0,4,19,1,0,0,5,1,37.5,0
2739,4,40,28,0,4,18,1,0,0,1,1,37.5,0
2740,3,46,21,0,4,19,1,0,0,9,1,57.5,1
2741,3,54,25,0,3,18,0,0,1,5,1,22.5,0
2742,3.67,60,22,0,4,18,1,0,1,7,0,52.5,0
2743,3.67,40,20,1,4,18,1,0,0,10,1,30,0
2744,3.33,54,28,1,4,18,1,0,0,2,1,45,0
2745,3.33,48,23,1,4,18,1,0,1,4,1,35,0
2746,2.33,42,17,0,4,18,1,1,1,10,1,47.5,0
2747,4,56,20,0,4,18,1,0,1,10,1,35,1
2748,4,42.5,28,0,4,18,1,0,1,2,1,22.8571428571429,0
2749,4,54,17,0,4,18,1,0,0,7,1,40,1
2750,3.33,12,23,0,4,18,1,0,1,9,1,7.5,1
2751,3.67,44,22,0,4,18,1,0,1,11,1,55,1
2752,4,46,29,0,4,18,1,0,0,9,1,40,1
2753,4,56,26,0,4,18,1,0,1,2,1,30,0
2754,3.67,50,23,0,4,18,1,0,1,10,1,55,0
2755,4,16,26,0,4,18,1,0,0,9,1,17.5,0
2756,3.67,40,26,0,4,19,1,0,0,2,1,40,1
2757,2.67,40,31,0,4,18,1,0,1,11,1,22.8571428571429,1
2758,1.67,40,23,1,6,19,1,0,1,5,1,17.5,0
2759,3,32,19,1,4,18,1,0,1,5,1,40,1
2760,3,34,26,0,4,18,1,0,0,7,1,27.5,1
2761,3.67,55,23,0,4,19,1,0,0,9,1,32.5,0
2762,3.33,36,19,0,4,18,1,0,1,5,1,50,1
2763,3.67,36,24,0,4,18,1,0,0,7,1,40,1
2764,4,48,31,1,4,18,1,0,0,8,1,45,0
2765,3,60,21,1,4,20,1,0,1,5,1,60,1
2766,3,32,20,0,4,19,1,0,0,7,1,7.5,0
2767,3.33,28,21,0,4,19,1,0,0,9,1,22.5,1
2768,3.33,36,22,0,4,19,1,0,0,7,1,40,0
2769,3.33,38,19,0,4,18,1,0,0,9,1,17.5,1
2770,3.33,44,24,0,4,18,1,0,0,9,1,42.8571428571429,0
2771,3.67,40,26,0,6,18,1,0,1,7,1,17.5,1
2772,3,40,21,0,4,18,1,0,0,2,1,60,1
2773,4,42,28,1,4,19,1,0,0,4,1,37.5,0
2774,3.33,48,24,0,4,18,1,0,0,9,1,40,0
2775,3,40,21,0,4,19,1,0,1,9,1,20,1
2776,3.33,50,30,0,4,18,0,0,0,11,1,55,1
2777,4,46,31,0,4,18,1,0,0,3,1,40,0
2778,2.33,50,21,0,4,19,1,0,0,11,1,20,1
2779,2.33,50,26,0,4,18,1,0,1,2,1,50,0
2780,4,42,28,1,4,19,1,0,0,11,1,40,1
2781,4,44,25,1,4,18,1,0,1,5,1,35,1
2782,2,36,19,0,4,18,1,0,1,10,1,22.5,1
2783,3.33,46,28,0,4,18,1,0,0,8,1,27.5,0
2784,3.33,52,22,0,4,19,1,0,0,10,1,55,1
2785,4,47.5,29,1,4,18,1,0,0,8,1,20,1
2786,3.67,42,31,1,4,19,1,0,0,6,1,32.5,0
2787,4,34,22,0,4,18,1,0,0,7,1,57.5,0
2788,4,40,30,0,4,19,1,0,0,4,1,32.5,0
2789,3.67,60,28,0,6,19,1,0,0,2,1,40,0
