"id","GPA","QI","act","male","race","age","fulltime","PellEligible","firstgen","major","ftfy","motivation","work"
3237,4,55,30,1,4,18,1,0,0,8,1,22.5,0
3238,2.33,34,19,0,4,18,1,0,0,9,1,25,0
3239,3,40,29,0,4,18,1,0,0,2,1,40,0
3240,3,40,25,1,4,19,1,0,0,5,1,47.5,0
3241,3,60,22,0,6,18,1,0,1,9,1,47.5,1
3242,4,55,31,1,4,18,1,0,0,4,1,50,1
3243,2.33,60,24,0,4,19,1,0,1,2,1,60,0
3244,3,34,21,0,3,18,1,0,1,5,1,22.5,1
3245,4,58,35,1,1,18,1,0,0,9,1,60,1
3246,3.33,46,30,1,4,19,1,0,0,8,1,32.5,1
3247,3.67,60,27,1,4,19,1,1,0,8,1,35,0
3248,3.67,46,25,0,4,18,1,0,0,8,1,32.5,1
3249,4,42,29,0,6,18,1,0,1,2,1,37.5,1
3250,2.33,50,28,1,5,18,1,0,1,8,1,37.5,1
3251,4,18,24,0,4,19,1,0,0,6,1,40,1
3252,3,56,23,1,6,18,1,0,0,1,1,52.5,0
3253,3.67,16,23,0,4,18,1,1,0,9,1,30,0
3254,2.33,40,20,0,4,19,1,0,1,11,1,32.5,0
3255,3,52.5,21,1,4,18,1,0,1,8,1,17.5,0
3256,3,30,20,0,4,19,1,0,1,7,1,30,0
3257,4,40,27,1,4,19,1,0,1,9,1,22.5,0
3258,4,38,25,1,4,19,1,0,1,1,1,40,1
3259,3.67,50,21,0,1,18,1,0,1,1,1,40,0
3260,2.67,40,24,1,4,19,1,0,1,1,1,50,0
3261,3.67,52,24,0,4,18,1,0,0,1,0,37.5,1
3262,3.67,48,27,0,2,19,1,0,0,1,0,42.5,0
3263,3.67,44,30,0,4,18,1,0,0,8,1,60,0
3264,3.67,50,30,1,4,19,1,0,0,2,1,30,0
3265,4,42,30,0,4,18,1,0,0,2,1,40,0
3266,4,46,34,0,4,18,1,0,0,2,1,50,1
3267,3.33,37.5,22,1,4,19,1,0,0,8,1,42.5,0
3268,3.67,60,22,0,4,19,1,0,0,2,1,60,1
3269,3.33,40,28,1,5,19,1,0,0,6,0,40,0
3270,3.33,42,22,0,4,18,1,0,0,1,1,45,0
3271,2.33,40,26,1,4,18,1,0,0,11,1,45,0
3272,4,44,33,0,4,19,1,0,0,3,1,35,0
3273,3.67,48,30,0,4,18,1,0,0,8,1,55,0
3274,3.67,45,26,0,4,19,1,0,0,6,1,45,0
3275,2,22,21,0,2,19,1,0,1,9,1,35,0
3276,2,12,23,0,2,18,1,0,1,2,1,40,0
3277,3,56,16,1,2,19,1,1,1,11,1,27.5,0
3278,3,42,20,0,4,18,1,0,1,9,1,30,1
3279,3.67,20,24,0,4,18,1,0,0,2,1,40,1
3280,4,56,24,0,4,18,1,0,0,1,1,55,1
3281,3,42,22,0,4,18,1,0,1,9,1,50,1
3282,3.67,58,20,0,4,18,1,0,1,6,1,35,0
3283,3.67,34,18,0,4,18,1,0,1,5,1,15,0
3284,4,36,32,0,4,18,1,0,0,1,1,32.5,1
3285,3,20,23,0,4,18,1,0,0,9,1,37.5,1
3286,2.67,48,23,0,4,18,1,0,0,4,1,42.5,1
3287,3,48,23,1,4,19,1,1,1,5,1,30,0
3288,3.67,54,25,0,4,19,1,0,1,6,1,57.1428571428571,1
3289,3.67,44,21,1,4,42,0,0,0,5,0,17.1428571428571,1
3290,4,42,25,0,4,18,1,0,1,9,1,37.5,1
3291,3.67,42,27,0,4,19,1,0,0,1,0,60,1
3292,4,57.5,27,0,4,18,1,0,1,7,1,30,0
3293,3,50,19,0,2,18,1,0,1,2,1,37.5,1
3294,3,52.5,22,0,6,18,1,0,0,10,1,60,1
3295,4,42,23,1,4,19,1,0,0,5,1,25,1
3296,4,60,26,1,4,18,1,0,1,4,1,40,1
3297,4,57.5,20,0,4,18,1,0,0,9,1,30,0
3298,2,24,24,0,4,18,1,0,0,7,1,12.5,1
3299,3.67,24,17,1,4,20,1,0,1,7,0,45,1
3300,2.33,42,13,0,2,19,1,0,1,4,1,22.5,1
3301,2.67,45,30,1,4,18,1,0,1,3,1,7.5,0
3302,3.33,48,34,1,4,19,1,0,0,8,1,42.5,0
3303,2.67,46,33,0,4,19,1,0,0,2,1,47.5,0
3304,3.67,26,30,1,4,19,1,0,0,8,1,47.5,0
3305,3.67,52,30,1,4,18,1,0,0,2,1,57.5,0
3306,3,42,27,1,1,17,1,0,1,8,1,25,0
3307,3.67,52,29,0,4,18,1,0,0,2,1,52.5,0
3308,4,30,31,0,4,18,1,0,1,4,1,20,0
3309,3,18,29,0,4,19,1,0,0,9,1,27.5,0
3310,4,40,34,1,4,18,1,0,0,11,1,35,0
3311,3,32,33,0,4,18,1,0,0,8,1,32.5,0
3312,3.67,55,25,1,4,18,1,0,0,5,1,45,0
3313,3.67,40,28,1,4,18,1,0,0,9,1,55,0
3314,3.67,28,28,1,4,19,1,0,0,8,1,12.5,0
3315,3.33,34,25,0,4,18,1,0,1,4,1,17.5,0
3316,3.33,48,28,0,5,18,1,1,0,9,1,37.5,0
3317,3,46,25,0,6,18,1,0,1,2,1,42.5,1
3318,3.33,42.5,24,1,4,19,1,0,1,3,1,35,1
3319,4,52,16,0,4,19,1,0,0,5,1,60,0
3320,4,30,23,1,4,19,1,0,1,8,1,27.5,0
3321,4,40,25,1,6,19,0,0,1,9,1,12.5,0
3322,4,16,22,0,4,23,1,0,0,2,0,0,1
3323,2.67,40,17,0,4,19,1,0,1,2,1,20,1
3324,4,50,30,0,4,18,1,0,1,6,1,25.7142857142857,0
3325,2.33,30,24,0,4,19,1,0,1,9,1,20,1
3326,4,16,25,0,4,18,1,0,1,9,1,35,0
3327,3.33,22,24,1,4,19,1,0,1,8,1,60,1
3328,3.33,36,19,0,4,23,0,0,0,9,0,40,1
3329,3.33,58,15,1,4,19,1,0,1,11,1,52.5,0
3330,4,48,21,0,4,18,1,0,1,5,1,42.5,1
3331,4,30,25,0,4,18,1,0,1,7,1,40,1
3332,3.67,32,25,1,4,19,1,0,1,8,1,12.5,1
3333,3,48,21,1,4,18,1,0,0,8,1,25,0
3334,2.33,32.5,20,0,4,18,1,0,0,4,1,27.5,0
3335,3,28,27,1,3,18,1,0,0,9,1,17.5,1
3336,3,18,16,0,2,20,1,0,1,10,0,17.5,1
3337,2.33,58,24,1,4,18,1,0,0,9,1,40,1
3338,3.33,60,22,0,4,19,1,0,1,7,1,60,1
3339,3,52,20,0,4,18,1,1,1,3,1,50,0
3340,3,48,30,0,4,19,1,1,0,2,1,42.5,0
3341,3.67,60,27,0,4,18,1,0,0,1,1,60,0
3342,3.67,54,25,0,4,18,1,0,0,2,1,52.5,1
3343,2,32,26,0,4,18,1,0,0,4,1,22.5,1
3344,4,44,32,0,4,19,1,1,0,1,1,27.5,0
3345,3,36,25,0,4,19,1,0,0,2,1,40,0
3346,3,52.5,29,1,4,19,1,1,0,3,1,50,1
3347,3.33,56,31,1,4,19,1,0,0,11,1,30,0
3348,3.67,46,28,1,4,18,1,0,0,3,1,35,1
3349,3.33,36,16,0,2,19,1,0,0,1,1,32.5,0
3350,2,37.5,21,1,5,18,1,0,1,2,1,37.5,1
3351,3,50,26,1,6,18,1,0,1,10,1,42.5,1
3352,3,25,26,0,4,19,1,0,0,2,0,32.5,0
3353,4,60,27,1,4,19,1,0,0,3,1,45,0
3354,4,42.5,28,0,4,18,1,0,1,7,1,32.5,0
3355,4,26,26,0,4,18,1,0,0,5,1,35,0
3356,3,40,19,0,3,27,0,0,1,9,0,27.5,0
3357,3,20,18,0,4,19,1,0,1,10,0,20,1
3358,3.33,57.5,22,1,6,18,1,0,1,6,1,55,1
3359,4,58,25,0,4,18,1,0,0,9,1,60,1
3360,2.67,22,17,0,4,28,1,0,1,10,1,20,1
3361,4,40,17,0,4,18,1,0,1,9,1,20,1
3362,3,30,17,1,5,18,0,0,1,5,0,12.5,1
3363,3.33,54,18,1,4,19,1,0,1,1,1,40,0
3364,3,50,25,1,4,23,1,0,0,4,0,7.5,0
3365,4,48,21,0,4,18,1,0,1,7,1,57.5,0
3366,3.33,46,16,0,4,25,1,0,1,1,1,32.5,0
3367,3.67,60,17,1,4,18,1,0,1,7,1,42.5,0
3368,4,46,28,1,4,19,1,0,0,8,1,37.5,0
3369,3.33,40,24,1,4,19,1,0,1,8,1,12.5,0
3370,2,54,200,0,4,18,1,1,0,10,1,35,0
3371,4,60,23,0,4,19,1,0,0,3,0,35,1
3372,4,38,28,1,4,20,1,0,0,3,0,40,1
3373,4,22,21,1,4,19,1,1,1,5,1,2.5,0
3374,3,34,19,0,4,20,1,0,1,1,1,22.8571428571429,0
3375,4,50,31,0,4,18,1,0,0,9,1,52.5,1
3376,2,36,19,0,6,18,1,0,1,11,1,60,0
3377,2,55,21,0,4,19,1,0,0,1,1,32.5,0
3378,3.67,45,30,0,5,17,0,1,0,3,0,40,1
3379,3.67,44,31,0,4,18,1,0,1,11,1,37.5,1
3380,4,36,26,0,4,19,1,0,1,9,1,35,1
3381,4,46,19,0,6,18,1,0,1,5,1,10,1
3382,3.67,56,21,0,6,20,1,0,1,9,1,40,0
3383,3.33,4,19,0,3,18,1,0,1,9,1,60,1
3384,3.67,40,23,0,6,18,1,0,1,9,1,30,0
3385,3.33,58,21,0,4,19,1,0,1,7,1,52.5,0
3386,3.33,40,20,0,4,19,1,0,1,7,1,60,0
3387,3.33,44,18,0,4,20,1,0,0,11,1,37.5,1
3388,3.33,46,20,1,4,18,1,1,0,5,1,10,0
3389,4,52,33,1,4,19,1,0,0,7,1,52.5,0
3390,4,54,31,0,4,18,1,0,0,5,1,42.5,1
3391,3.67,60,28,1,4,19,1,0,0,11,1,42.5,0
3392,3.33,52,30,0,4,19,1,0,0,9,1,45,1
3393,4,50,32,0,4,18,1,0,1,1,1,35,1
3394,3,35,27,0,4,18,1,0,0,8,1,20,0
3395,3.67,54,33,1,6,19,1,0,0,8,1,55,1
3396,3.33,56,19,1,1,18,1,0,0,2,1,60,1
3397,4,58,17,0,4,18,1,0,1,7,1,57.5,1
3398,3,34,21,0,2,19,1,0,1,4,0,57.5,0
3399,3.67,44,27,1,4,19,1,0,0,1,1,47.5,0
3400,3.33,52,21,0,4,19,1,0,0,9,1,25,0
3401,3.33,30,14,0,4,20,0,0,1,9,1,20,1
3402,4,38,26,0,4,18,1,0,1,5,1,35,0
3403,3.67,35,25,1,4,18,1,0,0,8,1,42.5,0
3404,4,37.5,30,1,6,18,1,0,0,2,1,60,1
3405,2.67,58,24,1,4,18,1,1,0,7,1,60,0
3406,2.67,40,26,1,4,19,1,0,0,2,1,37.5,0
3407,2,30,22,0,4,18,1,0,0,9,0,10,1
3408,3,56,27,0,4,18,1,0,0,2,1,55,0
3409,4,40,26,0,4,18,1,0,0,9,1,27.5,1
3410,4,60,25,0,4,19,1,0,0,11,1,55,0
3411,4,60,23,0,6,18,1,0,0,9,1,60,1
3412,3,60,21,0,4,18,1,0,1,4,1,60,0
3413,3.67,34,20,1,4,19,1,0,0,5,1,40,1
3414,4,48,31,0,4,18,1,0,0,1,1,22.5,1
3415,3.67,46,20,1,4,19,1,0,0,1,1,32.5,0
3416,4,44,35,0,4,18,1,0,0,1,1,40,0
3417,4,60,32,0,4,18,1,0,0,9,1,32.5,0
3418,2.67,40,21,0,3,18,1,0,1,4,1,60,0
3419,3.67,40,32,0,4,18,1,0,0,8,1,40,0
3420,3,42,24,1,4,19,1,0,0,6,1,37.5,0
3421,4,44,28,1,4,18,1,0,0,5,1,45,0
3422,3.33,46,24,0,4,19,1,0,1,5,1,40,1
3423,3.67,34,29,0,4,19,1,0,0,8,1,32.5,1
3424,4,52,25,0,6,18,1,1,1,2,1,42.5,0
3425,3.33,60,26,0,4,18,1,0,0,10,1,60,0
3426,3.67,48,22,0,6,19,1,0,0,4,1,57.5,0
3427,3.33,56,24,0,4,18,1,0,0,9,1,60,0
3428,3.67,34,26,0,6,19,1,0,0,6,1,45,0
3429,3,50,24,0,4,19,1,0,1,7,1,37.5,1
3430,4,48,28,1,4,18,1,0,0,5,1,40,0
3431,3.67,46,28,0,6,19,1,0,1,3,1,42.8571428571429,0
3432,3.67,40,27,1,4,18,1,0,1,8,1,60,0
3433,4,30,29,0,4,19,1,0,0,6,1,40,0
3434,4,38,26,0,4,18,1,0,0,7,1,60,0
3435,4,54,24,1,4,18,1,0,0,4,1,52.5,0
3436,3.67,30,26,1,1,19,1,0,0,2,1,37.5,1
3437,4,34,25,0,4,19,1,1,0,5,1,40,0
3438,3,40,23,1,3,18,1,0,1,9,1,42.5,1
3439,3.67,42.5,27,0,4,18,1,0,0,1,1,27.5,0
3440,3.33,52,24,0,6,19,1,0,0,8,1,60,0
3441,3.67,40,26,0,4,18,1,0,0,7,1,27.5,1
3442,3.33,42,27,0,3,18,1,0,0,9,1,50,1
3443,2.67,40,19,1,1,19,0,0,1,5,1,40,0
3444,4,42,34,0,4,19,1,0,0,3,1,45,0
3445,4,60,24,0,1,18,1,0,1,9,1,47.5,0
3446,2.33,37.5,28,1,6,18,1,0,1,8,1,37.5,1
3447,2.33,58,31,0,4,19,1,0,0,6,1,32.5,1
3448,3.67,48,32,0,4,18,1,0,1,1,1,60,0
3449,3.33,54,29,0,4,19,1,0,0,4,1,45.7142857142857,1
3450,2.33,60,21,1,5,19,1,0,1,2,1,45,1
3451,3.67,42,27,0,6,18,1,0,0,2,1,37.5,0
3452,2.33,36,26,1,4,18,1,0,1,8,1,20,0
3453,3.33,30,35,0,4,19,1,0,0,1,1,35,0
3454,4,50,27,0,6,18,1,0,0,10,1,42.5,0
3455,3,34,31,1,4,17,1,0,0,3,1,35,0
3456,4,50,31,1,4,18,1,0,0,5,1,40,0
3457,4,50,28,1,4,18,1,0,0,3,1,27.5,1
3458,4,40,28,1,3,18,1,0,0,8,1,60,0
3459,3.67,48,26,0,4,18,1,0,0,6,1,40,0
3460,2,50,22,0,4,18,1,0,1,1,1,60,0
3461,2.67,34,16,0,4,19,1,0,1,7,1,32.5,0
3462,3.33,46,21,0,4,19,1,0,1,7,1,35,1
3463,3.67,24,30,0,4,19,1,1,0,9,1,22.5,0
3464,3.67,52.5,33,1,4,19,1,0,0,8,1,32.5,0
3465,3,40,22,0,6,18,1,0,0,5,1,27.5,1
3466,3.33,20,17,0,1,18,1,0,1,9,1,22.5,1
3467,2.67,42,19,0,5,18,1,0,1,9,1,30,1
3468,3,38,20,0,5,18,1,1,1,9,1,60,1
3469,3.67,42,23,0,4,18,1,0,0,5,1,50,1
3470,4,55,31,0,4,19,1,0,1,5,1,27.5,0
3471,3.33,38,33,0,3,19,1,0,0,1,1,27.5,0
3472,3.67,56,29,0,4,19,1,0,0,1,1,32.5,1
3473,3.67,34,30,1,4,19,1,0,0,2,1,37.5,0
3474,4,46,22,0,4,19,1,0,0,7,1,27.5,0
3475,4,40,25,0,4,18,1,0,1,7,1,10,1
3476,3.33,47.5,24,1,4,19,1,0,0,3,1,32.5,0
3477,3.33,45,20,0,4,18,1,0,0,6,1,17.5,0
3478,3.33,42.5,28,0,4,18,1,0,0,5,1,32.5,1
3479,3.67,36,23,0,4,19,1,0,1,9,1,25,0
3480,2.33,38,20,0,4,18,1,0,0,1,1,60,0
3481,4,60,29,0,4,19,1,0,1,4,1,60,1
3482,3.67,46,28,0,4,18,1,0,0,4,1,40,0
3483,3,24,22,1,4,19,1,0,0,9,1,47.5,1
3484,3.67,44,32,0,4,18,1,0,0,2,1,37.5,0
3485,3,22,24,0,4,18,1,0,0,5,1,40,0
3486,3,60,26,1,3,19,1,0,0,2,1,32.5,1
3487,2.33,40,16,0,5,18,1,0,1,4,1,20,1
3488,3.33,46,31,0,4,18,1,0,0,4,1,40,0
3489,4,58,32,0,4,18,1,1,0,6,1,57.5,1
3490,3.67,38,28,0,4,18,1,1,0,2,1,27.5,1
3491,2.67,26,24,0,4,18,1,1,1,2,1,7.5,0
3492,2,42,18,1,4,19,1,1,0,11,1,10,1
3493,4,32,20,0,4,18,1,0,0,9,1,30,1
3494,4,44,21,0,4,18,1,0,0,7,1,47.5,0
3495,2,6,17,1,5,18,1,0,0,11,1,55,1
3496,3,30,27,0,4,19,1,0,0,9,1,35,1
3497,3.33,38,20,0,2,19,1,0,1,7,1,60,1
3498,4,50,15,0,4,18,1,0,1,10,1,27.5,1
3499,3.67,42,22,0,4,19,1,0,0,7,1,22.5,1
3500,3.33,24,20,0,4,18,1,0,1,9,1,40,1
3501,4,57.5,22,0,4,20,1,0,1,11,1,45,1
3502,3.67,48,21,0,4,18,1,1,0,7,1,25,0
3503,2.33,54,20,0,2,18,1,0,1,7,1,50,0
3504,3.67,48,24,1,4,18,1,0,0,1,1,37.5,0
3505,3.33,52,28,1,6,18,1,0,0,3,1,30,1
3506,3.67,44,33,0,4,18,1,0,0,2,1,37.5,0
3507,3.67,50,32,0,4,18,1,1,0,2,1,50,0
3508,4,28,30,1,4,19,1,0,0,5,1,12.5,1
3509,3.67,42,22,0,4,19,1,0,1,9,1,25,1
3510,4,36,28,0,4,18,1,1,1,5,1,30,1
3511,4,48,26,0,4,18,1,0,0,1,1,45,1
3512,3,42,29,1,4,19,1,1,0,2,1,30,0
3513,3.67,24,28,1,4,18,1,0,0,8,1,32.5,0
3514,4,38,31,0,4,18,1,0,0,5,1,45,1
3515,3,46,17,0,3,18,1,0,1,4,1,42.5,0
3516,3.33,24,17,0,4,18,1,0,1,7,1,30,1
3517,3,54,25,0,4,19,1,0,0,2,0,55,1
3518,4,50,21,0,4,18,1,0,0,4,1,60,0
3519,3.67,42,21,0,4,19,1,1,1,2,1,17.5,0
3520,2.67,46,20,1,6,18,1,0,1,3,1,30,1
3521,3.33,56,26,0,4,18,1,0,0,4,1,32.5,1
3522,4,45,22,1,4,19,1,1,0,3,1,20,0
3523,4,44,20,0,4,20,1,0,0,9,0,57.5,0
3524,3,56,23,1,4,19,1,0,0,5,0,57.5,1
3525,4,48,27,0,4,19,1,1,0,11,1,35,0
3526,3.33,44,22,0,4,18,1,0,1,10,1,35,1
3527,3.67,30,20,0,6,20,1,0,1,10,1,31.4285714285714,1
3528,3,22,20,0,4,20,1,1,1,9,1,15,1
3529,3.33,50,19,0,4,18,1,1,1,9,1,40,0
3530,4,34,30,0,4,18,1,0,1,1,1,25,1
3531,3.67,30,29,0,4,18,1,1,0,1,1,37.5,0
3532,3.33,44,18,0,6,18,1,1,1,2,1,50,0
3533,3,50,20,0,4,19,1,0,1,7,1,55,0
3534,3.67,45,28,0,3,18,1,1,0,2,1,22.5,0
3535,3.33,36,30,0,4,18,1,0,0,2,1,22.5,0
3536,3,60,25,0,4,19,1,0,0,9,1,40,0
3537,4,48,20,0,4,18,1,0,0,4,1,45,0
3538,4,55,24,0,4,18,1,0,0,9,1,35,0
3539,3,40,24,1,4,19,1,0,0,11,1,30,0
3540,4,30,22,1,5,19,1,0,1,3,1,15,1
3541,3,48,19,0,4,18,1,0,0,10,1,22.5,1
3542,3.67,36,18,0,4,18,1,0,1,9,1,60,1
3543,3.33,48,19,1,4,19,1,0,1,5,1,17.5,0
3544,2.67,46,21,1,4,18,1,0,1,1,1,35,0
3545,3.33,48,25,0,4,18,1,1,0,4,1,32.5,0
3546,3.33,60,23,0,4,18,1,1,0,1,1,57.5,0
3547,3.33,38,31,1,6,20,1,1,0,2,1,20,0
3548,3.33,25,28,0,4,18,1,0,0,4,1,15,1
3549,4,52,31,1,4,19,1,1,0,8,1,25,1
3550,3.67,40,24,0,4,19,1,0,0,9,1,30,0
3551,3.33,34,26,0,4,19,0,0,0,4,1,32.5,0
3552,3,48,16,0,2,20,1,0,0,6,1,37.5,1
3553,3.33,34,22,0,4,20,1,0,0,6,0,32.5,1
3554,4,34,29,0,4,18,1,1,0,5,1,42.5,0
3555,4,50,28,0,4,18,1,0,1,9,1,32.5,0
3556,2.33,46,24,0,4,18,1,0,0,5,1,35,0
3557,3,58,25,1,4,19,1,0,0,3,1,27.5,0
3558,4,42,24,0,4,18,1,0,0,2,1,40,0
3559,3,50,28,1,4,19,1,0,0,5,1,60,0
3560,2,36,23,1,4,18,1,0,0,4,1,35,0
3561,2.67,58,28,1,5,18,1,0,0,3,1,60,0
3562,3.33,46,19,1,4,19,1,0,0,5,1,55,0
3563,4,56,26,1,4,19,1,0,0,8,1,52.5,0
3564,4,60,28,0,4,19,1,0,0,6,1,60,0
3565,4,36,27,0,3,18,1,0,0,2,1,31.4285714285714,0
3566,2,38,33,1,4,19,1,0,0,3,1,40,0
3567,3.33,48,32,0,4,18,1,0,0,8,1,57.1428571428571,0
3568,1.67,2,23,0,4,19,1,0,0,11,1,37.1428571428571,1
3569,3.33,60,34,1,4,19,1,0,0,5,1,60,0
3570,2.33,28,25,1,4,18,1,0,0,5,1,40,0
3571,3,54,25,1,4,19,1,0,0,8,1,55,1
3572,4,38,31,0,4,18,1,0,0,1,1,55,0
3573,3.67,50,27,1,4,18,1,0,0,3,1,52.5,0
3574,3.67,44,31,1,4,19,1,0,0,8,1,35,0
3575,3,60,29,1,4,18,1,0,0,5,1,57.5,0
3576,4,46,29,1,4,18,1,0,0,8,1,40,0
3577,2.33,60,27,1,4,19,1,0,0,8,1,50,0
3578,3.67,34,32,0,4,18,1,0,0,9,1,52.5,1
3579,3.67,40,34,1,4,18,1,0,0,8,1,37.5,0
3580,4,56,25,0,4,18,1,0,0,9,1,52.5,0
3581,3,52,30,0,4,18,1,0,0,2,1,60,0
3582,3.33,52,27,0,6,18,1,0,0,4,1,40,1
3583,2.67,44,28,0,4,18,1,0,0,1,1,35,1
3584,3.67,58,22,0,4,19,1,0,1,7,1,35,1
3585,3.33,50,23,0,4,19,1,0,1,7,1,35,0
3586,3.33,48,15,0,2,18,1,0,1,9,1,32.5,0
3587,3.67,26,21,0,4,19,1,0,0,9,1,47.5,0
3588,2.33,37.5,19,0,3,18,1,0,1,2,1,57.5,0
3589,3.33,55,18,0,2,18,1,1,0,2,1,60,0
3590,3.33,4,17,0,4,18,1,0,1,5,1,30,0
3591,3.33,32,20,0,4,19,1,0,0,6,1,45,1
3592,4,44,24,0,4,18,1,0,0,9,1,60,0
3593,3,54,16,0,4,19,1,0,0,2,0,42.5,0
3594,2.67,40,18,0,2,18,1,0,0,5,1,12.5,1
3595,3,56,22,1,4,18,1,0,1,5,1,60,0
3596,4,44,23,1,4,18,1,0,1,8,1,42.5,1
3597,2,45,29,1,1,20,1,0,1,11,0,27.5,0
3598,3.67,32.5,27,0,4,18,1,0,0,2,1,27.5,0
3599,3.67,32,26,1,4,19,1,0,0,5,1,60,0
3600,3.33,54,32,1,4,18,1,0,0,9,1,37.5,1
3601,3.33,50,23,0,4,18,1,0,0,7,1,60,1
3602,3,50,26,1,4,18,1,0,0,5,1,47.5,0
3603,4,46,24,1,4,19,1,0,0,2,1,42.5,0
3604,4,45,27,0,4,18,1,0,0,9,1,60,0
3605,4,28,31,0,4,18,1,0,0,9,1,40,0
3606,4,32,27,0,4,18,1,0,0,9,1,12.5,1
3607,3.67,40,26,0,4,18,1,0,0,5,1,42.5,0
3608,4,42.5,31,0,4,18,1,0,0,9,1,32.5,1
3609,4,52.5,30,0,4,19,1,0,0,5,1,55,0
3610,3.33,30,20,0,6,18,1,1,0,9,1,42.5,0
3611,4,50,25,1,4,19,1,0,0,9,1,40,0
3612,4,22,24,1,4,18,1,0,0,11,1,22.5,0
3613,3.33,40,25,1,4,18,1,0,0,9,1,25,0
3614,3.33,60,24,0,4,18,1,0,0,9,1,60,1
3615,3.33,22,27,0,4,18,1,0,0,5,1,37.5,0
3616,3.67,46,22,0,6,18,1,0,0,5,1,30,0
3617,3.67,46,31,1,4,18,1,0,0,2,1,25,0
3618,4,55,23,1,2,19,1,0,0,2,1,47.5,0
3619,3.33,42,23,0,2,19,1,0,0,5,1,47.5,0
3620,1.67,24,17,0,4,18,1,0,0,9,1,32.5,0
3621,3.33,30,24,1,4,19,1,0,0,4,1,40,1
3622,3.33,50,28,1,2,18,1,0,0,7,1,57.5,0
3623,3,20,25,0,4,18,1,0,1,4,1,25,0
3624,3.33,52,30,0,4,18,1,1,1,4,1,35,0
3625,4,54,33,1,4,18,1,0,0,2,1,35,1
3626,3.67,30,24,1,4,19,1,0,0,4,1,22.5,0
3627,3,44,25,1,4,18,1,1,0,2,1,37.5,0
3628,3.33,50,28,1,4,19,1,0,1,2,1,42.5,0
3629,3,38,23,0,4,19,1,0,1,1,1,17.5,1
3630,4,28,21,0,4,18,1,0,0,7,1,22.5,1
3631,3.67,36,20,0,6,19,1,0,1,5,1,32.5,0
3632,3.33,48,22,0,4,18,1,0,0,5,1,25,0
3633,4,36,24,0,4,18,1,0,0,7,1,47.5,1
3634,3.33,60,25,1,4,18,1,0,0,11,1,40,1
3635,3.33,30,16,1,4,18,1,0,0,11,1,20,1
3636,3.67,56,25,0,4,19,1,0,0,7,1,27.5,1
3637,3.67,48,26,0,4,18,1,0,0,3,1,22.5,1
3638,4,40,24,0,4,19,1,0,0,5,1,15,0
3639,4,60,24,1,4,18,1,1,0,9,1,50,1
3640,3.67,48,27,0,4,18,1,1,0,9,1,22.5,1
3641,3,36,24,1,3,18,1,1,1,5,1,40,0
3642,3.33,42,24,0,4,19,1,0,1,7,1,37.5,1
3643,3.67,54,23,0,4,19,1,0,1,9,1,50,1
3644,4,40,24,0,4,18,1,0,1,9,1,30,1
3645,4,28,24,0,4,18,1,1,0,9,1,12.5,0
3646,4,37.5,26,0,4,19,1,0,1,4,1,35,0
3647,2.67,42,26,1,6,19,1,0,0,1,1,47.5,0
3648,3,50,18,1,4,18,1,0,1,11,1,40,1
3649,4,44,27,1,4,19,1,0,0,9,1,35,1
3650,2.67,60,22,0,4,19,1,1,1,9,0,60,1
3651,3,30,22,0,6,19,1,1,0,9,1,50,0
3652,2.33,55,17,0,4,19,1,0,0,7,1,20,1
3653,4,40,23,1,4,18,0,0,0,8,0,40,1
3654,3.67,56,31,0,2,18,1,0,0,2,1,37.5,0
3655,3.67,34,28,1,4,19,1,0,0,9,1,30,1
3656,3.33,37.5,25,0,2,18,1,0,0,5,1,35,1
3657,3,32,17,0,2,18,1,0,1,9,1,55,0
3658,2,20,20,0,4,18,1,0,1,9,1,40,1
3659,3,46,19,0,2,20,0,0,0,9,0,17.5,1
3660,3.33,50,22,0,4,18,1,0,0,11,1,27.5,0
3661,4,42,23,0,4,18,1,0,0,2,1,10,1
3662,4,52,32,0,4,18,1,0,0,5,1,17.5,1
3663,2.67,30,26,0,4,18,1,0,0,1,1,17.5,0
3664,4,57.5,22,0,4,18,1,0,0,5,1,42.5,0
3665,4,58,27,0,4,19,1,0,0,10,1,52.5,0
3666,4,60,29,0,4,19,1,0,0,11,1,20,0
3667,2.67,38,30,0,4,18,1,0,0,1,1,42.5,0
3668,3.67,37.5,21,0,4,19,1,0,0,5,1,52.5,0
3669,3.67,40,27,0,2,19,1,0,1,7,1,40,1
3670,4,54,32,1,4,18,1,0,0,8,1,42.5,0
3671,3.67,30,26,0,1,18,1,0,1,5,1,27.5,1
3672,4,60,27,0,4,18,1,0,0,5,1,40,0
3673,3.67,44,25,0,4,18,1,0,1,7,1,22.5,0
3674,4,22,29,0,4,18,1,0,0,5,1,17.1428571428571,0
3675,2,48,18,0,4,19,1,0,1,2,1,20,0
3676,3.67,50,22,0,4,18,1,0,1,2,1,45,0
3677,3,44,20,1,4,18,1,0,1,5,0,27.5,1
3678,3,16,21,0,4,19,1,0,1,5,1,40,0
3679,4,38,26,0,4,19,1,1,1,9,0,45,0
3680,4,42,28,0,4,18,1,0,1,9,1,22.5,0
3681,4,48,27,0,4,19,1,0,0,10,1,37.5,1
3682,3,36,22,0,4,18,1,0,0,9,1,50,1
3683,3.33,12,24,0,4,18,1,0,0,10,1,37.5,0
3684,3.67,48,29,0,4,19,1,0,1,3,1,35,0
